airflow_percent,inlet_temp_c,humidity_percent,cooling_setpoint_c,workload_kw,power_kw,efficiency_percent,cost_per_hr,wue_l_per_kwh
91.03522267884156,18.22434619311139,74.8035495723702,24.03450396599809,65.22392125984885,73.51432789730809,108.40054220148208,10.78253982773478,1.7191139971040237
101.83221828271937,29.541044672959263,44.42958496229804,27.005763396503934,823.1916539265817,862.9380158036452,94.95572360437039,104.4255575899628,1.10571213498899
100.69551672922728,23.29913308454165,74.92116180924059,28.36478611352708,246.187384946975,253.22835495999297,107.53456450613042,30.621318087859226,1.5163011063733802
175.20108722210827,18.124930642821905,59.75329792275378,28.549826931287924,649.9660366704144,693.4725985532377,101.09483285264656,83.68128574556377,1.2815463984505269
84.89371726303065,36.54159355023787,77.48578175481136,21.029720891149413,336.7593720690803,391.8119239020325,81.76228005177396,47.47237996483744,1.6872251394835092
180.1629312272524,23.718632898970846,52.41131790014542,21.60186043649286,868.2624549498519,1032.559226411044,80.9121484724685,123.03858815619941,1.3543734743201614
115.41436768163061,32.84216711697136,52.44540333523264,23.59825087418892,374.450723640525,420.9473111780206,80.05938890572071,50.57169940998221,1.3178939102378338
72.9503550289466,19.760369060673213,25.30524424087526,25.859514911441963,219.94368235036532,197.83030444601707,114.21126489523418,23.065617924195433,0.7887800313020448
154.23443006488077,28.619559109212055,33.77110768568362,25.759554633109666,976.2613113143452,1113.963446380944,85.00387907780457,132.3312072659894,1.0860019497425115
89.85298196442506,29.81111039444289,29.937326383463656,22.112744054199,440.0048234032258,468.8644084061831,89.01180359097732,55.028743737439484,1.1193343219472882
178.88137803359533,30.60634447515922,71.74549038773357,22.489510120362198,201.11459289571556,248.24196709440864,73.82122655115276,29.67668573014583,1.5154896117001844
145.7410877375276,29.626697811053642,45.70722506251599,23.763132905470894,910.9537057600725,1047.1431674782016,83.18206975631358,127.28394947530919,1.1548268176763485
160.77889898703683,30.649106861089205,67.17483169752691,23.910358375095907,278.9254994112946,331.42685557891366,77.50615316955827,38.756339306714565,1.5367885124366287
69.18551561977951,37.17616597282318,28.34360057518735,18.671106966801986,138.32601807581017,158.89773176077696,78.31484289590983,20.51476642395679,0.9533789355475144
